Id,Review,Label
91024,"Really great course, make me understand a lot about rest and HTTPGreat instructor!Congratulations",1
91025,course work is too hectic. its hard for some one who is new to web app development and new to ruby! but over all strength and content of the course is good.,1
91026,Thank you!,1
91027,The course is good but it's stupid to make course only in chinese language.,1
91028,It was a very effective course. I loved that the videos were made short and precise. This has helped me to start my social enterprise. I highly recommend this course to anyone who is planning to start their own social enterprise.,1
91029,"Highly recommend. Focused, practical and made me think. I have started applying concepts and tools right away. Thank you.",1
91030,Very good and detailed introduction for social entrepreneurship!,1
91031,Great course to gain an insight of the world of social entrepreneurship; gives you a solid framework to get your social enterprise started on the right footing. thanks,1
91032,I've chosen to give this course 4 stars. The videos were clear and thought provoking and both instructors were coherent and friendly. As a visual learner I liked the many grids and charts and especially the animated story about the two social innovators whose names I've forgotten. Overall it was an enjoyable and beneficial learning experience!,1
91033,The material was easy to understand and structured. Very informative for a beginner who wants to become a social entrepreneur.,1
91034,very easy to understand and the real life examples made a huge difference in the learning experience,1
91035,An excellent introduction with plenty of good ideas and insights.,1
91036,In-depth knowledge of social impact with relevant examples and handy tools and frameworks. The course provided structure to my approach towards social impact. Highly recommended.,1
91037,"I really enjoyed this course, and learned a tremendous amount, thank you very much!",1
91038,Content and the examples taken to explain the concepts is great,1
91039,Really inspiring course about social innovation. I strongly recommend it.,1
91040,"I totally recomend this course, the professors are well prepared and is an honor learn from them and from your classmates. All the institutions related to this course expose very accurate cases. I encourage to those who want to make an impact in their community and colaborate to achieve and economic development in the region, to take this course.",1
91041,"This course is a wonderful tool for social innovations to start with. Key concepts are explained in a very, clear innovative and well-designed way.",1
91042,Great introductory course for those who want to understand the social entrepreneurship world.,1
91043,"Valuable, Updated, Insightful",1
91044,Very interesting and great course.,1
91045,This course is very useful .I'm loving this.,1
91046,"Excellent overview with the necessary detail. Good, progressively deepening selection of optional readings.",1
91047,"Excellent interface - super accessible and easy to navigate. The content itself was easy to digest and set up in a sequential, progressive manner that made it both enjoyable and simple to follow for either starting entrepreneurs or seasoned veterans in the field! Thanks for the opportunity to learn, grow and for the skills and tools that I'll carry with me to continue to build a social enterprise that will hopefully create the impact I dream of in this world.",1
91048,Very useful course for social entrepreneurs. Thank you!!,1
91049,It is very useful for an aspiring entrepreneur like me. Thanks Peter and Suzi for the lovely course.,1
91050,"Very cool, hands-on course :)",1
91051,Very useful course to get the foundation in understanding the sampling process,1
91052,Excellent course with very useful material on sampling.,1
91053,"This course was very good, but for people with less calculation experience, it takes far more time than posted. Also, it would be helpful to upload pdfs of slides so that formulas are more easily accessible and we don't have to scan back through videos to find them.",1
91054,This is a good course and I enjoyed the video lectures. The course's reliance on peer-reviewed quizzes was not conducive to learning however. Coursera should seriously consider refraining from peer-reviewed assessments. The student's knowledge can easily be measured using traditional testing methods and the peer-reviewed materials could easily be modified.,1
91055,"Very poor course, especially when it gets to the last weeks, there are no enough instructions to help you in the exam. it is all about money transaction, I am sorry to say that.",0
91056,just as good as part 1. Neat old professor. A bit more abstract than 1.,1
91057,Awsome!!,1
91058,"Thoughtful, multi-disciplinary course.. Bravo for the effort.",1
91059,"great class, please repeat it",1
91060,great subject and even greater professors!,1
91061,An excellent presentation. Guest lecturers outstanding. Forces a person to really question beliefs rather than accepting at face value. Excellent points raised by learned professionals.,1
91062,Very interesting! I would recommend this course to everyone ! Especially the assignments made me look at myself and the world in a different way.,1
91063,Loved it …..thank you.,1
91064,very enlightling and also very important!,1
91065,"This three unit course on Soul Beliefs I have found to be very interesting and it is something that connects to one's everyday life and is thought-provoking in that regard. It is also a very unique opportunity, you won't find this course elsewhere. Anyone who has worked and enjoyed unit 1 will certainly want to carry on with the subsequent courses.",1
91066,The professorsoffer science and facts; the superstitious offer dogma.,1
91067,"This course was well assembled, presented and interesting. Regardless of your beliefs or lack of there is food for thought for everyone. The instructors and guest speakers did an excellent job. This course has a lot to offer and finally addresses things many people just won't or don't talk about but should.Perhaps in understanding one another in a educational way we can learn to live together if nothing else.Among my highest recommendations.",1
91068,Amazing class that really helps you to look your core beliefs and understand why and how your are the person that you are!Really good professors and materials~ 10000 worthily!,1
91069,"I did not enjoy this class. It was hard to take notes, the conversation from the instructors was to casual.",1
91070,This class was both informative and enjoyable. The two professors made their lectures interesting and thought provoking and the guest lecturers were an absolute delight. I highly recommend this course series to one and all.,1
91071,Very thought provoking. Great class.,1
91072,An interesting course even if you don't complete the assignments because you can expect to get around an 80% even if you fully grasp the subject matter due to the peer review requirement. The course would be much better without that requirement.,1
91073,Too much talking in a lot of these course offerings. I have ADD and I cannot take excessive talking.,0
91074,The course did not continue as it was in its Part-1.,1
91075,"A wonderful insight into why we believe, and what effect deeply held beliefs have on out behaviour.",1
91076,A very good course that makes you think.,1
91077,"Interesting contents, and good presentation.",1
91078,I have learnt a lot and trying to implement in my project in Bangladesh.,1
91079,"there is too much to learn about. Thank you for this course , i have a lot to help my country",1
91080,Love the course very much,1
91081,It has been a really interesting course facing all the statements involved in the sanitation.,1
91082,It is nicely guided and detailed,1
91083,very usefull and have a lot information,1
91084,"It is a great course, I learn a lot.",1
91085,Excellent and informative,1
91086,actually i have got alot of benefits things from this course. thank you,1
91087,"It is such an interesting course, I learned a lot about sanitation. Thanks",1
91088,"From this course, The Department's sanitary sewer unit is responsible for the operation and maintenance of the sanitary sewer system to provide residential, commercial, and industrial sanitary sewer users with a system that is safe and adequate in capacity while preventing costly and potentially hazardous sanitary sewer backups. The operation and maintenance of all sanitary sewer mains and manholes, televising, flushing, manhole rehabilitation and repair, root cutting of sanitary main lines, and the inspection, monitoring, repair, and replacement of pumps, motors, and electrical components.Homeowners are responsible for the proper care and maintenance of their sewer service line beginning at the house and up to where it connects with the Village sewer main. A customer service representative will come to your home and determine where the problem is. If the problem is a blockage in the Village main line, a Village crew will be dispatched to clear the obstruction.Planning and Design of Sanitation system course and training module assignments are good to understand the concepts to develop the plan.",1
91089,"Awesome course, like the other ones of Eawag! Very useful for little projects. Who knows at large scale.",1
91090,Excellent course for all WASH professionals,1
91091,The course has given me an excellent overview of sanitation technologies in different contexts and different aspects to be considered in planning of urban sanitation. The case studies were extremely useful in explaining concepts.,1
91092,"It is a very good course, has a good subject and the course is clearly explained, the evaluations are objective, a thousand thanks",1
91093,this a great cour!,1
91094,Good course for beginners..,1
91095,"Really touch the needs of developing countries, but need improve in case studies.",1
91096,It was an excellent tool to learn how to use different approaches to solve problems,1
91097,I found this course useful and practical and one can implement this in field and designing,1
91098,Very helpful and easy to follow. The course provides all the necessary information to design and maintain sanitation systems in both rural and urban setting.,1
91099,"Awesome and excellent course for students, professional and everyone interested in Planning & Design of Sanitation Systems and Technologies for low income countries like my country Liberia.",1
91100,It has a good structure and is easy to follow,1
91101,"very much interesting, recommended",1
91102,Brilliant Brilliant and Brilliant.,1
91103,"I really enjoyed the course, in addition to that the course was very interactive, rich in information, professional and important to every day life. Me personally I am working in WASH Sector specialized in Water and Sanitation department and honestly this course enrich my information and I acquired knowledge of planning, design, technologies and many useful information.I would thank course organizers for their contribution and effort, and hope we meet in other useful and interactive courses.",1
91104,"Reliable, accessible, concise yet complete course. great visuals to further understand information. pertinent readings suggestions.",1
91105,Very informative Course .,1
91106,"really learnt a lot,i wish they conduct more couses on architecture as well",1
91107,I havent received my certificate for completing this course why ?,1
91108,"A very interesting, didactic and practical course of great utility for the developing countries that present various problems with the sanitation services",1
91109,That is a good start for this field,1
91110,"Informative and motivating, especially to the young and passionate environmental engineers.",1
91111,This topic and course content is very much useful for my carrier . Really thankful for this course,1
91112,"The course is well documented and interesting to learn the intricacies of several sanitation system and its relevant technologies, with several case studies all around the world.",1
91113,"The course was amazing, throw up a wide vista of knowledge for me and would really enrich my job delivery and concept development on Sanitation Systems and Technologies. The administrators however need to improve on post-course inquiries, i have been on the trail to get my SOA for some time now with no success.",1
91114,"Very clear, interesting, and actionable introduction.",1
91115,Great course!!!,1
91116,"Good course, Evey informative",1
91117,Interesting overview: theory and practical cases together,1
91118,Provides very informative and complete information on the planning and design of sanitation systems.A very good guide when doing planning and design.,1
91119,very good course. best course of my life,1
91120,Very good course for the sanitation professionals,1
91121,a very useful course. flexible to work with as well,1
91122,"Good, Comprehensive course on Planning & Design of Sanitation Systems and Technologies",1
91123,A much needed innovative course.,1
91124,Easy to understand and course materials is really useful,1
91125,"The course has been insightful, enlightening, grueling and highly interactive. i recommend it anytime, anyday",1
91126,"This course is great combination of on-hand knowledge and real time experience, concisely presented by lecturers. It was not only beneficial for the career, but also a pleasure to be the part of the course.",1
91127,Very good and helpful for understanding any sanitation system and technologies.,1
91128,The modules were reader friendly and very easy to follow. There is no written paper required for this course. All you need to do is watch the presentations and keep on track.,1
91129,"The course was well structured, providing a wealth of information packaged in concise videos, alongside additional documents for further reading. CA was also designed in a manner that required a proper understanding of the source material and not memorisation.",1
91130,"It is very informative and practical. I'm looking forward to implement these in an upcoming project in Voi, Kenya.",1
91131,"It is indeed a great course, learned a lot about different technologies, products and holistic approach required for sanitation planning and of course its too heavy to digest :)",1
91132,Very good general overview of how to approach deciding which sanitation system to use in many different contexts. It does not go into great detail regarding the design or operation of treatment systems. It is worth taking!,1
91133,Extremely interesting presentations over areas vital to the developing world......information of which I had previously known little. Thanks so much. john quincy,1
91134,"This online course provides a solid and holistic approach for the planning of sanitation systems and selection of technology options. The compiled materials are up to date and offer a good resource for students and researches, aspiring practitioners and seasoned",1
91135,An eye opener to inclusive sanitation planning. The course content was very well delivered not to mention the choice of case studies of failed and successful urban sanitation projects. Keep it up!!!,1
91136,Highly usefull overview of different technologies and minor improvements to existing systems,1
91137,"I like the course very much because Petra Kohlar taught us in our class in India, and I was a part of GALS workshop. This integrated course on sanitation gave me much understanding and knowledge on sanitation. It's a complete package relevant for the sanitation planning in my city Tuljapur in India. Also it enabled me to think for my village sanitation. Big thumps up. :)",1
91138,"This course was spot on for me; working in urban sanitation division for Ministry of water and environment Uganda, it has discussed some of the core issues and BOPS to adopt. The challenge up our sleeves is funding such infrastructural investments.I hope to apply CLUES in the next towns we are starting water and sanitation systems.",1
91139,Thank you all the presenters and the lecturers and off course the course era team .it has been a great experience and in fact got to learn a lot of things regarding the planning and designing of the sanitation system. hope i could use this knowledge gained in my professional services.,1
91140,very well developed course. i really enjoyed the different videos that made the course quite interesting and interactive,1
91141,I loved this course and it was vital to my learning and understanding of the world. I lived in Kibera for ten weeks and I learned that the number one thing that they need is clean toliets and proper sanitation. This course gave my skills and knowledge to help my career. It also put into context the problems and offered some solutions to what I saw in Kibera.,1
91142,Great course,1
91143,Learned quiet a lot out of this course,1
91144,Wonderful course. Have learnt about new technologies. Thank You!,1
91145,Great course. Very interesting and great presentations.,1
91146,"pro:Great work, detailed explanations with examples. con: Tricky questions.",1
91147,well done! i liked everything about it. better then some real life courses!well structured and explained,1
91148,"the course is very informative, we can learn all steps for sanitation planning and design in urban context. even though I have a lot experiences in water and sanitation issues either rural and urban areas but from this course i have more lesson learn about the key factor for success and learn from the failure that present in case study in this course.",1
91149,"I really enjoyed this course where I learned many practical things, I acquired some interesting skills to plan and design projects. The materials presented are really useful and interesting. I want to say thanks to the whole team and congratulate them for their excellent work",1
91150,This is an awesome course which provides different techniques of sanitation and to access it. It focuses about the technology and treatment facility . These techniques must be adopted for better and healthy environment.,1
91151,The course is Really helpful me to improve my Knowledge about Sanitation Systems. As faculty is good and creating interest in the Subject by case studies and different sketches.,1
91152,"Thank you for the course. It was a great opportunity to learn more about sanitation, especially for low-income scenarios. I think it summarized well the major concepts, tools, technologies and steps for planning sanitation systems. I'm a Environmental Engineer student from Brazil e this certainly improved my knowledge.",1
91153,The Course is an eye opener that Nigeria needs Waste Management system that would turn our friends poo and pee into economic benef,1
91154,Best for this Groving population situation,1
91155,Great course for anyone trying to learn about the basic information regarding sanitation systems!,1
91156,"The course is well suited to the developing countries, since are the ones highly challenged with defective sanitation technologies and systems.",1
91157,Mostly talking heads. Pretty good information. I'd like it faster. More dynamic talking heads could make this more watchable. Very generous of the World Bank to put this together.,1
91158,GreaT!,1
91159,Awesome Courses,1
91160,Very nice course.,1
91161,This is a great course. I really learned a lot of things. And the instructions and teaching methods are easy to follow. I recommend it everyone who wants to improve their professional English skills.,1
91162,This course is great. Thank you,1
91163,It is really a perfect course with awesome istructors ...,1
91164,Very useful!,1
91165,Good for practicing intonation and improve English skills.,1
91166,Very good specially for bilinguals. Loved the real life situations\examples.,1
91167,it's too amazing course ..I love it,1
91168,Very useful course,1
91169,"Nice course, good information with demo.",1
91170,It helped me a LOT! Thank you for this course!,1
91171,Great course. Very interactive and content well explained!,1
91172,course was pretty good and beneficial.,1
91173,"Great, fantastic.",1
91174,Fun and great teachers! Very practical. Thank you!,1
91175,Very useful!,1
91176,Good course to learn...,1
91177,thanks for everythings my teachers:)I hope to visit you soon.,1
91178,very useful,1
91179,it was a great course,1
91180,It was a very interesting course. Thank you!,1
91181,"Good course. Good recalls, easy learning, short time investment.",1
91182,"It is very easy and clear, good for all the first year international students who did not perform well in TOEFL or GRE. Maybe a little bit too easy and too slow for advanced learner.",1
91183,It was a great opportunity for me that I could do this course. Because it helped me in great way in improving my English.,1
91184,This course is one of the most relevant and superb Coursera offerings I have taken recently. I teaching business English online to professionals and managers with multinational corporations around the globe. Since my lesson content includes all of the communication activities in this course ---- I was able to enhance my own knowledge and expertise to benefit our private sector clients. I learned new strategies which greatly improved my expertise. Thank you! We hope Coursera continues to offer such a top notch course.,1
91185,In just one Word the course is AMAZING. I recommend it for improving your Pronunciation Skills.,1
91186,"A very useful course, thank you.",1
91187,"This course, honestly, is very impressive to me for it providing a vide view in English.",1
91188,"Nice course I recommend it to everyone who want to learn English, thank you for your efforts.",1
91189,"it was one of the best course i have ever taken , i learnt many and many precious and variable things like presentation skills, how to better my pronunciation, ask and answer the questions in the formal occasions and how to handle some issues and situations perfectly in English ,, it makes the language much easier and more familiar to speak and use in both general life and business .. i really recommend this course to everyone ,, Thanks so much for your great course .",1
91190,perfect course i have ever had till now,1
91191,Thanks! I'm so proud :),1
91192,THANK YOU!,1
91193,The course was very useful! Through it I have learned how to organize my professional speech and be more confident and informative in it. Only one advice for a future improvement of course - please add more examples of speeches and more phrases into videos...,1
91194,"Salam aalaikom ,iam very happy because i study for you, the lange englishe it's embortante for me .you can help me speak english brofessionally, ihave lot of problems and ilearn every day this lang ,but it's defecoult. Ihave one question: can you halp me another way?",1
91195,"I found the course very interesting, the teacher and materials are very very interesting as well.",1
91196,Easiest way to et a certificate with International validity,1
91197,I really appreciated for all your effort to created this classroom.This classroom helped me so much;in addition to this experience I am also very happy to attend your classroom.I have upgraded my confidence since I started to take this classroom.,1
91198,Very good for the beginners.,1
91199,It's a very good way to improve one's speaking skills. I really recommend it.,1
91200,I'm totally in love to learn how are the most interesting ways to get a good communication in every context.,1
91201,It is ok but very small,1
91202,Great course. It really improved my Speak!,1
91203,It's very useful,1
91204,Great training.,1
91205,One of the best course for English speaking,1
91206,I have learned quite a lot with this course. Thank you !!!!,1
91207,awesome course...,1
91208,"Amazing ! I really love this course , thanks very much ,you help me create my future and improve myself as it is my first step thanks again-Menna-",1
91209,Very Good course.,1
91210,they have made a perfect explanation of speak English Professionally.,1
91211,"Wonderful Course, I really liked it.",1
91212,Great class,1
91213,It´s a good class and teachers,1
91214,"I love this course. It helps me to improve my speak skill. Sometime , I listen this course again",1
91215,I love learning English so well and I am also happy to join this course,1
91216,"very useful, thanks a lot !",1
91217,"great course, i learned a lot from you thanks",1
91218,"I ove this course! Simple, easy and great tool!",1
91219,Excellent base. Very well presented.,1
91220,"it's a good course, helps a lot to understand things about pronunciation and helps you to feel more comfortable when speaking in english. The only problem that i find whit this course isn't about the course, it's about the peer to peer grading, is hard to be objective with a big variety of accents and pretty hard to grade sometimes, not in all cases.Also is a short course, the assignments are very simple and that makes it an easy going course, i would recommend it for intermmediate english stundents.",1
91221,"This course help me a lot especially in conversation. I really learned about stress, pronuciation, gestures... I'm vey satisfied.",1
91222,Great course for learning and practicing communication skills in the english language as they relate to business topics.,1
91223,"Thank you so much guys for this initiative, Your are a great help most especially for people like me working in a call center.",1
91224,Excellent intro course: very clear and practical!Kudos to you :-),1
91225,Great!,1
91226,This course gives me useful advices to practice and improve my language skills.Thank you to lecturers Mrs. Amalia and Ms. Leah.,1
91227,Insightful course.,1
91228,"very helpful. Thanks, Leah and team :)",1
91229,Excellent!But I couldn't complete the course without payments.,0
91230,thank you.,1
91231,very good course for life,1
91232,"good instructors and content , i enjoyed it",1
91233,"A very decent approach and well balanced learning material. I just wish we could cover more knowledge and to my opinion, once a course slips under the ""Specialization umbrella"" it gets ruined and the experienced with it.",1
91234,Not what I expected. Talks more about the professional settings where conversations are going to take place and not about helping student with their professional English speaking skills.,0
91235,"It was very useful and helpful, I learned many things that I am going to use in my professional life.",1
91236,"Great course, help you to speak properly and more clearly. Thankyou :)",1
91237,Very excellent but we can't pass the exam if you are not pay.,1
91238,It is a great course. It contains many necessary information for good speaking and understanding English. Also I am very fond of links to another web-sites where I could listen to dialogues and talks.,1
91239,Nice course！ It is very helpful for me to learn how to communicate with other！,1
91240,This course is very useful for someone if have pronunciation problems. It's more about fluency and your pronunciation.Hope you all get the those skills.,1
91241,It is a very supportive course. Thank you.,1
91242,"A big thank you, for me it was really useful.",1
91243,An amazing courser,1
91244,All informations are very useful ! The course is excellent ! I really like it !,1
91245,"It's great course , I really learning from it.",1
91246,Excellent and wonderful course.,1
91247,Great to continue even if you are people,1
91248,I loved this course ... very easy to understand i discovered new things i didn't know! Thank u.,1
91249,very good online course. I personally learned a lot.,1
91250,very clear and interesting for anyone who want to improve your language skills :),1
91251,Great structure - great vids - and awesome teacher,1
91252,Very interesting course ! I m really happy to join this course. There a lot of tricks to help me to be confident in english spoken. Thanks to everyone involved in making this course.,1
91253,too simple.,1
91254,"Very useful course i,m enjoying it a lot :)",1
91255,"This is an amazing course. The teachers, the content, the duration, all of those features work great together. I learned a lot.",1
91256,This course is great! It's so useful!,1
91257,this is a great course... i learned to express myself in a proper manner so i sound more professional on the phone since my job requires to take/make calls.,1
91258,"Very good cours to prepared un interview in English, and",1
91259,i really enjoyed the course a lot thank you so much,1
91260,"This course was very interesting at a human point of view. It helps with bad level of English non native speakers, and it is useful in a company.",1
91261,the is course is really good and smart in interdous,1
91262,"I found this course to be very important, helpful,and full support terms.",1
91263,Absolutely awesome! :) It has helped me a lot. Thank you teachers! :),1
91264,Nice and helpful,1
91265,very interesting course,1
91266,It's really helpful and useful =),1
91267,our professor is excellant in communication and she got an unique style of communication which i will surely try to implement in my communications too!!,1
91268,Thanks so much for providing such an excellent class!,1
91269,"I haven't completed it yet, but I loveit already",1
91270,thank you very much ....,1
91271,Finished,1
91272,The most powerful course worldwideThank You,1
91273,In ONE English word: EXCELLENT. I could have not found and enjoyed a language based course more than this.,1
91274,pretty easy but I can't finish it because I didn't meet the equipment requirement,1
91275,"i liked the way the instructor took forward the course. She conducted the course in almost the same way what she was teaching, she was a live demonstration of all the concepts taught",1
91276,I love it very much.thank you for all the effort.,1
91277,The course is great but beginners but not for intermediate and advance learners. I must appreciate Coursera for providing free courses. Thank you,0
91278,One of the best courses I have done.,1
91279,Great Course! Great and talented instructors! Highly recommended!,1
91280,Very Good courses,1
91281,"This course is very useful in your daily life , presented by terrible instructors .",1
91282,So far the course is wonderful.,1
91283,"Excellent course with excellent teachers, i did not regrete my enrolling",1
91284,It's a good course,1
91285,I liked a lot of this course. I've learned thing that I thing I didn't seen in my studies about English communication. Thank you.,1
91286,Very useful. Thank you,1
91287,nice course at least to start with,1
91288,It was really helpful to me!!!,1
91289,Great teaching.The teacher 'pronunciation is very clear.,1
91290,It's like an amazing lecturers and have a great syllabus to increase your English conversational skills in listening and speaking.,1
91291,It's of great help and the presentation is of super quality.,1
91292,"Great teachers, Great materials, Very practical.",1
91293,"It's a mix of too much basic and irrelevant tips from different realms: pronounced english (which, in my opinion could be a great course of it's own), public speeking (only the basic of how to deliver which can be sum up to one page) and how to interact with other people (like how to say you are agree or disagree??? I strongly believe that if a person can understand those videos, I'm pretty sure that he knows that 5-years-old-extremly-basic-stuff).As much I like this concept of coursera, ""speak english professionally"" or even ""speak english"" is really a big statement for that course. Actually, from what it seems, the main point of that course is to get the students to purchase the full package of courses that the Georgia Tech Language Institude is offering. If you really like to know a great course that relates to the topic, I strongly advise you to check out the course ""Public Speaking"" by Dr. Matt McGarrity here at coursera. Best of luck.",0
91294,Great course. It make me more confident in speaking English. Thanks,1
91295,This is an amazing course that improves our abilities to speak English in different situations.I sincerely recommend that you study it. You will not regret it!,1
91296,Your cours is very interecently,1
91297,"I was expecting something else, very basic information.",0
91298,good but supporting material are poor,1
91299,Very Helpful!,1
91300,"WEEL DONE, GREAT TRAINING",1
91301,"I think everybody, even students that do not have money to pay, should have the possibility to do all the activities.",1
91302,Great!,1
91303,"Very useful and easy to understand. If you have some free time, use it in a smart way taking these classes.",1
91304,"Really good course, with real life tips that help us to improve our communication.",1
91305,"Great experience and the teacher explains very well, she is so persuasive, so keep doing!Greetings from Peru",1
91306,I am very impressed with presentation and content. This course approaches the skills in a systematic way. It will be beneficial to all levels of users. I strongly recommend for nonnative English speakers.,1
91307,Thank you for the course,1
91308,The course is a little easier for professions.,1
91309,"very good, l recomend",1
91310,This course is very useful for me. All the materials shown in the course are practical. I can use them directly.,1
91311,The teacher is amazing!!!!,1
91312,This course is interesting and full of challenge. Teachers are great and enthusiastic.,1
91313,"The English pronunciation and ethics (not that I don't have it), is improving my communication skills in the workplace.",1
91314,the projects are very hard and useless,0
91315,Instructor is great and her english is the best I've heard. I wish I could speak like that.,1
91316,very effective learning and interesting too..,1
91317,I am very grateful to the teaching in this excellent course.,1
91318,Amazing course!!,1
91319,We can evaluate one course by its first class: 5 stars is my classification!,1
91320,Stunning course and the most usfel course for speaking English confidentially,1
91321,"The professors are great and the idea of the curse too, they help you with the starting chat and through the personal introduction but i would like it to go a little bit further because professional discussions are more than basic phrases",1
91322,"In my opinion this course does not teach you to 'speak English professionally', but it teaches you to 'learn how to speak English'. I was looking for a course that would teach me how to write professional emails and have professional phone conversations, like which words I should use, what common sentences are or how to build up professional sentences. I am a bit disappointed and think this course was a waste of time for me. This is really meant for people that are learning to speak English and don't know how to pronounce words or how to respond to people in a really easy way.",0
91323,"Nice course, the language is very easy for all.",1
91324,"I loved the interaction, very helpful",1
91325,Interesting!Have learned a lot.,1
91326,Very good course. I recommend.,1
91327,It's really helpful . As we can be accessed to top universities throughout the world . With this course we can build up our confidence while speaking in English .,1
91328,I liked this course. It was very interesting and informative. This course contains many practical exercises and it really helped me in English. Thanks!,1
91329,The course is awesome. I have learned a lot how to speak better. Thanks to the energetic Instructor.,1
91330,Very clear very useful!,1
91331,"Yes there're some pronunciation tips and situational conversation practice to help you get started, but in speaking of helping students to become a ""professional“ English speaker, I think the course still has a long way to go.",1
91332,I'm satisfated with this course. It gives your easy and good skills growth.,1
91333,Very cool.,1
91334,"Really great course.If it's free, that would be 5-star perfect.~",1
91335,useful and easy to understand,1
91336,Thank you :)I am really get advantage from this course and start to use new things that I have learnt and will continue the specialization.Thank again :),1
91337,I have watched all the video and like the course very much.,1
91338,I learnt a lot from it. I'm sure I will be more confident when I speak English!,1
91339,"Very Good, Congratulations for the ideia. Great course.",1
91340,Nobody has the idea how useful the course would be!!!It's Awesome...,1
91341,It is unfortunate that this course paid. The course very interesting.,1
91342,it's amazing and more helpful for improving communication skills,1
91343,Very helpful. Thank you!,1
91344,"Very useful,Thanks a lot!",1
91345,"Very good, friendly teaching by the teachers, really like it, thanks for sharing!",1
91346,"I have not yet to finish all the modules of this course, though. I can find it quite valuable for all persons seeking to improve thier English, not least for non-native speakers. On top of it, what sets this class apart from the others is instructor's attitude. To put it more detailed, it is easily noticed that they incessantly endeavor to impart prime information as clearly as possible. Really appreciate Georgia Tech for offering such like this source on the house",1
91347,best course for beginners and advanced user,1
91348,Way too elementary.,0
91349,"This course has a great potential, but the subject of each week was very superficial. The speaker is very good, your english is clear and easy to understand. The subject covered is interesting, but could be more deeper.",1
91350,it is helpful for me to improve my speaking,1
91351,"It's a great course, and i got a lot of useful skills from it. Thanks the two beautiful teachers very much.",1
91352,The teacher is very nice. The content of the class is clear to understand. I think it fits people who have little English language using experience but want to improve. I would hope to learn more specific things during the course.,1
91353,I liked so much this course! Very useful and helpful! Good tips and explanation. I loved moreover the additional resourses.,1
91354,I just finished the first week course. It's simple but concise,1
91355,"As an advanced English speaker, for me this course goes too little into improvement of pronounciation.The tips for conversations - small talk, phone, online etc. - are only very basic as well.Good course for beginners though and I also liked the interspersal of little questions and tasks along the way (although also too simple imo).Very good - but obviously only paid content - are the teamwork assignments.",1
91356,very good course for improving communication skills.,1
91357,"It really helps me to improve my english skills! That's why I recommend everybody to pass through this course (especially, if you have an intermediate level).",1
91358,"The course do cover a few facets of speaking English professionally and it's very helpful. I feel, however, it is not so much deep and concrete as it didn't take much time to apply the techniques and cover a boarder range of situations.",1
91359,Great course!,1
91360,Very nice course.,1
91361,"Week one, I have learned so much, more than what I have learned in 10 years staying in the US. Thank you. You guys are awesome!!",1
91362,Very useful and interesting.,1
91363,simple and easy to learn...good stuff,1
91364,This course is incredible and it´s helping me so much!!!,1
91365,Good for pronunciation,1
91366,it is great to hear fro you. good job!!,1
91367,"I learned a lot in this course , and the modules gives you a direct, productive information. Thanks Georgia Tech, especially everyone helped to produce this excellent course.",1
91368,This lesson is quite useful and I recommend this to my friends.,1
91369,"Very useful, your all very professional, the course is relatively short and down to the points, making us easy to follow and not too tired or got bored. you all have done an excellent job making this course so effective and meaningful for the learners. many thanks, cheers!",1
91370,It is very useful for both unviersity students and employers and employees at work. The content is a bit short and it will be great if there are more contents on pronunciation and grammar. Thanks!,1
91371,Very Nice job i am very glad because i like this lesson is very useful to gain my knowledge very much.Thank you so much and i wish you Good luck for better work and more courses.,1
91372,"The course is very useful, and easily understood. Thanks for the trainers' clear and con",1
91373,This is a very practical course for a non-native English speaker. It's easy to understand.,1
91374,very useful,1
91375,"It is useful, thanks to these two teachers.",1
91376,Extremely basic,0
91377,Clear and useful,1
91378,helpful,1
91379,Excellant teaching,1
91380,"perfect, thank you for this course.",1
91381,"Good advices, very useful web pages to practise and well-prepared teachers. Very good course.",1
91382,they are awesome.,1
91383,Simple and Easy way to learn English,1
91384,"i find it totally helpful to me. I can not only practice my speaking skill, but also my listening skill.",1
91385,Thank you for this course. It was very helpful for me.,1
91386,Stress & intonation helps me a lot!,1
91387,it's very helful,1
91388,"Wonderful course must attend once in lifetime,",1
91389,"I have almost completed week one. I learned about what words to stress in a sentence and how to use the innotation at the end of the sentence. It is fun to go through the course contents. I would have given it five stars when it actually have helped us by giving analogies on more conversations formally and informally. Well, thank you.",1
91390,"Brief, to the point, and very useful tips for enhancing your professional language skills so quickly. I never thought this to be so easy but I really appreciate the simplicity of presentation to learn very novel skills.Many Thanks",1
91391,I'm in begin of this course but I belive this is a great chance to improve my foreigner language.,1
91392,"the teacher is very beautiful,thank you so much!",1
91393,Very informative,1
91394,Very usfull course. I like it.,1
91395,"This course is really awesome! It helps me to discover the secrets of speaking English clearly.Thanks to Georgia Tech, and thanks to Coursera.",1
91396,"I just completed the first module, it's great!",1
91397,An awesome course to complete. really a great one. Helped me learn and polish my english skills to do better in my interviews.,1
91398,"I like this course. It is well arranged. I also like Margaret's videos. She's experienced, and always right to the point. She makes things easy to understand. I really appreciate that.",1
91399,"It's better than the first course of this specialization. but as i mentioned in the survey, i think lesson 2 that includes 3 huge parts of PMBOK is not a great thing.",1
91400,"Very good, very informative, you have to think (understand the lesson) to pass the quiz or the exam",1
91401,Thanks,1
91402,very informative and practical with examples.,1
91403,Great course with a lot of practical elements.,1
91404,Great.,1
91405,amazing course,1
